fullname,birthCountry
Antonio Felipe Lira,Venezuela
Francisco Casillas Liriano,D.R.
Nelson Arturo Liriano,D.R.
Pedro Antonio Liriano,D.R.
Rymer Omar Liriano,D.R.
Horace Milton Lisenbee,USA
Ricardo Patrick Emilio Lisi,CAN
Joseph Anthony Lis,USA
Adolph James Liska,USA
Patrick Alan Listach,USA
Morris Elmer Lister,USA
Jesse Allen Litsch,USA
Mark Alan Littell,USA
Richard Bryan Little,USA
Charles Carlisle Littlejohn,USA
Dennis Gerald Littlejohn,USA
Richard Bernard Littlefield,USA
William Grady Little,USA
Henry Alexander Little,USA
William Arthur Little,USA
Donald Jeffrey Little,USA
John Andrew Littlefield,USA
Larry Marvin Littleton,USA
Mark Travis Little,USA
Dennis Scott Little,USA
Wes Avi Littleton,USA
Jon Gregory Litton,USA
Jack Napier Littrell,USA
Daniel Webster Litwhiler,USA
Everett Adrian Lively,USA
Henry Everett Lively,USA
Wesley Amos Livengood,USA
Robert James Livingston,USA
Jacob Mayer Livingstone,Russia
Thompson Orville Livingston,USA
Patrick Joseph Livingston,USA
Scott Louis Livingstone,USA
Abel Lizotte,USA
Radhames Corey Liz,D.R.
Winston Enriquillo Llenas,D.R.
Clement Manly Llewellyn,USA
Graeme John Lloyd,Australia
John Henry Lloyd,USA
Esteban Antonio Loaiza,Mexico
Robert Kenneth Loane,USA
William Joseph Loan,USA
Jose Manuel Lobaton,Venezuela
Frank John Lobert,USA
John Bernard Lobert,USA
Kyle Eric Lobstein,USA
Chia-Jen Lo,Taiwan
Robert Henry Lochhead,USA
Don Wilson Lock,USA
Lawrence Donald Locke,USA
Robert Awtry Locker,USA
Charles Edward Locke,USA
Jeffrey Alan Locke,USA
Marshall Pinkney Wilder Locke,USA
Ronald Thomas Locke,USA
Keith Virgil Lockhart,USA
Gene Locklear,USA
Stuart Carlton Locklin,USA
Carroll Walter Lockman,USA
Milo Hathaway Lockwood,USA
Claude Edward Lockwood,USA
Dario Antonio Lodigiani,USA
Paul Anthony Lo Duca,USA
Kameron David Loe,USA
George Herbert Loepp,USA
William Loes,USA
Adam A. Loewen,CAN
Carlton Edward Loewer,USA
James O'Neal Lofton,USA
Kenneth Lofton,USA
Richard Joseph Loftus,USA
Francis Patrick Loftus,USA
Thomas Joseph Loftus,USA
Robert Dean Logan,USA
Boone Logan,USA
John Logan,USA
Exavier Prente Logan,USA
George Frederick Lohman,USA
Howard Sylvester Lohr,USA
Jack Wayne Lohrke,USA
William Leroy Lohrman,USA
Kyle Matthew Lohse,USA
Alberto Lois,D.R.
Richard Frank Loiselle,USA
Michael Stephen Lolich,USA
Ronald John Lolich,USA
John Sherman Lollar,USA
William Timothy Lollar,USA
Ryan Matthew Lollis,USA
Douglas Edward Loman,USA
Steven James Lomasney,USA
Ernesto Natali Lombardi,USA
George Paul Lombard,USA
Louis Lombardo,USA
Phillip Arden Lombardi,USA
Stephen Paul Lombardozzi,USA
Stephen Anthony Paul Lombardozzi,USA
Victor Alvin Lombardi,USA
Kevin Dale Lomon,USA
James Reynold Lonborg,USA
Walter Lawrence Lonergan,USA
James Anthony Loney,USA
Thomas L. Long,USA
William Douglas Long,USA
Robert Earl Long,USA
Daniel William Long,USA
Richard Dale Long,USA
Herman C. Long,USA
Jeoffrey Keith Long,USA
James M. Long,USA
James Albert Long,USA
Joey J. Long,USA
Lester Long,USA
Anthony Eugene Longmire,USA
Evan Michael Longoria,USA
Nelson Long,CAN
Ryan Marcus Long,USA
Terrence Deon Long,USA
Thomas Augustus Long,USA
Thomas Francis Long,USA
Joseph Paul Lonnett,USA
Bruce Michael Look,USA
Dean Zachary Look,USA
Brian James Looney,USA
Aaron Joseph Looper,USA
Braden LaVern Looper,USA
Ivan Loos,USA
Arthur Joseph Lopatka,USA
Edmund Walter Lopat,USA
Stanley Edward Lopata,USA
David Earl Lopes,USA
Alfonso Ramon Lopez,USA
Albert Anthony Lopez,USA
Aquilino Lopez,D.R.
Arturo Lopez,P.R.
Javier Arturo Lopez,Mexico
Aurelio Alejandro Lopez,Mexico
Carlos Antonio Lopez,Mexico
Felipe Lopez,P.R.
Hector Headley Lopez,Panama
Javier Lopez,P.R.
Javier Alfonso Lopez,P.R.
Jose Celestino Lopez,Venezuela
Jorge Yabiel Lopez,P.R.
Luis Antonio Lopez,USA
Luis Manuel Lopez,P.R.
Luis Lopez,USA
Marcelino Pons Lopez,Cuba
Mendy Lopez,D.R.
Raymond Michael Lopez,USA
Pedro Michel Lopez,D.R.
Jose Ramon Lopez,Cuba
Rafael Manuel Lopez,USA
Reynaldo Starling Lopez,D.R.
Rodrigo Lopez,Mexico
Wilton Lopez,Nicaragua
Bristol Robotham Lord,USA
William Carlton Lord,USA
Harry Donald Lord,USA
Adolph Andreas Lorenzen,USA
Michael Clifton Lorenzen,USA
Mark David Loretta,USA
Andrew Jason Lorraine,USA
Joseph Peter Lotz,USA
Scott Gregory Loucks,USA
Arthur Loudell,USA
William P. Louden,USA
Charles Edward Loudenslager,USA
Patrick Henry O'Loughlin,Ireland
William H. Loughran,USA
David Dennis Lough,USA
Larry John Loughlin,USA
Donald Nelson Loun,USA
Aaron Christopher Loup,USA
Shane A. Loux,USA
Thomas Rivers Lovelace,USA
Vance Odell Lovelace,USA
Lynn Richard Lovenguth,USA
Edward Haughton Love,USA
John Lovett,USA
Leonard Walker Lovett,USA
Merritt Marwood Lovett,USA
Thomas Joseph Lovett,USA
John Paul Loviglio,USA
Joseph Lovitto,USA
Peter Lovrich,USA
Salvatore Anthony Lovullo,USA
Grover Cleveland Lowdermilk,USA
Louis Bailey Lowdermilk,USA
Robert Lincoln Lowe,USA
Charles Lowe,USA
Derek Christopher Lowe,USA
Richard Alvern Lowe,USA
George Wesley Lowe,USA
Michael Averett Lowell,P.R.
Mark Christopher Lowe,USA
John Lee Lowenstein,USA
Devon Eugene Lowery,USA
Quenton Terrell Lowery,USA
Jonathan Sean Lowe,USA
Fletcher Low,USA
Omar Joseph Lown,USA
Harry Lee Lowrey,USA
Jed Carlson Lowrie,USA
Dwight Lowry,USA
John D. Lowry,USA
Noah Ryan Lowry,USA
Samuel Joseph Lowry,USA
Michael Wallace Loynd,USA
William Lozado,USA
Steven George Lubratich,USA
Hugh Max Luby,USA
John Perkins Luby,USA
John Lucadello,USA
Edward Lee Lucas,USA
Frederick Warrington Lucas,USA
Gary Paul Lucas,USA
John Charles Lucas,USA
Ray Wesley Lucas,USA
Charles Fred Lucas,USA
Frank Joseph Lucchesi,USA
Frank Edward Luce,USA
Joseph Earl Lucey,USA
Cornelius Cecil Lucid,Ireland
Louis Joseph Lucier,USA
Jonathan Charles Lucroy,USA
Donald Hassett Lucy,USA
Frederick William Luderus,USA
William Francis Ludolph,USA
William Lawrence Ludwig,USA
Eric David Ludwick,USA
Ryan Andrew Ludwick,USA
Larry Christopher Luebbers,USA
Roy John Luebbe,USA
Stephen Lee Luebber,USA
Cory Robert Luebke,USA
Richard Raymond Luebke,USA
Richard Fred Luecken,USA
Joshua William Lueke,USA
Lucas Lester Luetge,USA
Henry T. Luff,USA
Julio Cesar Lugo,D.R.
Ruddy Joraider Lugo,D.R.
Jacob Seth Lugo,USA
Rafael Urbano Lugo,Venezuela
William Ferdinand Luhrsen,USA
Robert James Lukachyk,USA
Mark Francis Lukasiewicz,USA
Matthew Clifford Luke,USA
Albert P. Lukens,USA
Edward Paul Lukon,USA
Raphael Anthony Lumenti,USA
Harry Garfield Lumley,USA
Michael Ken-Wai Lum,USA
Jerry Dean Lumpe,USA
Hector R. Luna,D.R.
Guillermo Romero Luna,Mexico
Fernando Jose Lunar,Venezuela
John Frederick Lundbom,USA
Donald Andrew Lund,USA
Carl Leonard Lundgren,USA
Ebin Delmer Lundgren,USA
Gordon Thomas Lund,USA
David Bruce Lundquist,USA
Thomas Robert Lundstedt,USA
James Lewis Lunsford,USA
Harry August Lunte,USA
Ulysses John Lupien,USA
Alvin David Luplow,USA
Adolfo Domingo de Guzman Luque,Cuba
Scott Edward Lusader,USA
William Lucas Lush,USA
Ernest Benjamin Lush,USA
John Charles Lush,USA
Charles Melton Luskey,USA
Charles William Lutenberg,USA
Lyle Kenneth Luttrell,USA
Donald Thomas Lutz,USA
Rollin Joseph Lutz,USA
Walter John Lutzke,USA
Louis William Lutz,USA
Zachary Craig Lutz,USA
Keith H. M. Luuloa,USA
Gregory Michael Luzinski,USA
Mitchell Scott Lyden,USA
Donald Scott Lydy,USA
James Charles Lyle,USA
Jordan Horton Lyles,USA
Albert Walter Lyle,USA
Adrian Ryan Lynch,USA
Matthew Daniel Lynch,USA
Edward Francis Lynch,USA
Henry W. Lynch,USA
John H. Lynch,USA
Gerald Thomas Lynch,USA
Michael Joseph Lynch,USA
Michael Joseph Lynch,USA
Thomas James Lynch,USA
Thomas S. Lynch,USA
Walter Edward Lynch,USA
Byrd Lynn,USA
Fredric Michael Lynn,USA
Jerome Edward Lynn,USA
Michael Lance Lynn,USA
Japhet Monroe Lynn,USA
Brandon James Lyon,USA
Russell Mayo Lyon,USA
Albert Harold Lyons,USA
Barry Stephen Lyons,USA
William Allen Lyons,USA
Curt Russell Lyons,USA
Dennis Patrick Aloysius Lyons,USA
Edward Hoyte Lyons,USA
George Tony Lyons,USA
Harry Pratt Lyons,USA
Herschel Englebert Lyons,USA
Patrick Jerry Lyons,CAN
Stephen John Lyons,USA
Theodore Amar Lyons,USA
Terence Hilbert Lyons,USA
Thomas Arthur Lyons,USA
Tyler William Lyons,USA
Richard Eugene Lysander,USA
John Michael Lyston,USA
Edward Benson Lytle,USA
James Lawrence Lyttle,USA
Duane Frederick Maas,USA
Kevin Christian Maas,USA
Robert Lee Mabe,USA
Christopher Eugene Mabeus,USA
John Steven Mabry,USA
Malcolm M. MacArthur,United Kingdom
Frank Louis MacCormack,USA
William Paul Macdonald,USA
Robert Joseph Macdonald,USA
Harvey Forsyth MacDonald,USA
Robert Meiklejohn MacDougal,USA
Harry F. Mace,USA
,USA
Daniel Knowles MacFayden,USA
Michael Andrew Macfarlane,USA
Edward M. MacGamwell,USA
Alejandro Jose Machado,Venezuela
Anderson Javier Machado,Venezuela
Dixon Javier Machado,Venezuela
Julio Segundo Machado,Venezuela
Kenneth Edward Macha,USA
Manuel Arturo Machado,USA
Michael William Macha,USA
Robert Alexis Machado,Venezuela
Charles Walter Machemehl,USA
David Ritchie Machemer,USA
Jean Manuel Machi,Venezuela
Andres Apolonio Macias,USA
Jose Prado Macias,Panama
Peter Mackanin,USA
William Francis Mack,USA
Cornelius Alexander Mack,USA
Dennis Joseph Mack,USA
Earle Thaddeus Mack,USA
James Raleigh Mackey,USA
Eric Hugh MacKenzie,CAN
Henry Gordon MacKenzie,USA
Kenneth Purvis MacKenzie,CAN
Frank George Mack,USA
Felix Thaddeus Mackiewicz,USA
John Joseph Mackinson,USA
Joseph John Mack,USA
Robert William Mackowiak,USA
Steven Joseph Macko,USA
Quinn David Mack,USA
Raymond James Mack,USA
Joseph Mack,Ireland
Shane Lee Mack,USA
Tony Lynn Mack,USA
Evan Alan MacLane,USA
William Daniel MacLeod,USA
Lonnie Lee Maclin,USA
Max Cullen Macon,USA
Harry William MacPherson,USA
Leland Stanford MacPhail,USA
Leland Stanford MacPhail,USA
Walter Scott MacPhee,USA
Scott Patrick MacRae,USA
Matthew Michael Macri,USA
James F. Macullar,USA
Keith MacWhorter,USA
Thomas Francis Madden,USA
Clarence James Maddern,USA
Francis A. Madden,USA
Eugene Madden,USA
Michael Joseph Madden,USA
Leonard Joseph Madden,USA
Michael Anthony Madden,USA
Morris DeWayne Madden,USA
Thomas Joseph Madden,USA
Elliott Maddox,USA
Garry Lee Maddox,USA
Jerry Glenn Maddox,USA
Joseph John Maddon,USA
Nicholas Maddox,USA
Gregory Alan Maddux,USA
Michael Ausley Maddux,USA
William J. Madigan,USA
Arthur M. Madison,USA
David Pledger Madison,USA
Charles Scott Madison,USA
Edward William Madjeski,USA
Bill Madlock,USA
Alexander Madrid,USA
Robert Allen Madritsch,USA
Salvador Madrid,USA
Warner Antonio Madrigal,D.R.
Ryan Michael Madson,USA
Calvin Gregory Maduro,Aruba
Kenta Maeda,Japan
Hector Anibal Maestri,Cuba
David Joseph Magadan,USA
Everardo Magallanes,Mexico
William J. Magee,CAN
Leo Christopher Magee,USA
Sherwood Robert Magee,USA
Wendell Errol Magee,USA
Harl Vestin Maggert,USA
Harl Warren Maggert,USA
Matthew W. Magill,USA
Salvatore Anthony Maglie,USA
Michael Anthony Magnante,USA
John T. Magner,
Edmund Burke Magner,USA
Damien Jack Magnifico,USA
James Robert Magnuson,USA
Trystan Stewart Gwyn Magnuson,CAN
George Henry Magoon,USA
Joseph David Magrane,USA
Thomas Joseph Magrann,USA
Peter Alexander Magrini,USA
Christopher James Magruder,USA
Frederick Edward Maguire,USA
Jack Maguire,USA
James Bernard Mahady,USA
Arthur Mahaffey,USA
Louis Wood Mahaffey,USA
Lee Roy Mahaffey,USA
Arthur Leo Mahan,USA
William Joseph Maharg,USA
Frank Edward Mahar,USA
Kevin Eric Mahar,USA
Ronald Matthew Mahay,USA
Thomas Francis Maher,
Gregory John Mahlberg,USA
Gregory Norman Mahle,USA
Michael James Mahler,USA
Richard Keith Mahler,USA
Paul Gurner Maholm,USA
Patrick Lavon Mahomes,USA
Alfred Gwinn Mahon,USA
Robert Paul Mahoney,USA
Christopher John Mahoney,USA
Daniel J. Mahoney,USA
Daniel Joseph Mahoney,USA
James Thomas Mahoney,USA
Joseph Edward Mahoney,USA
George W. Mahoney,USA
Michael John Mahoney,USA
Michael Anthony Mahtook,USA
Robert Phillip Maier,USA
Mitchell William Maier,USA
Luke Richard Maile,USA
Emil Pierre Mailho,USA
John Walter Mails,USA
Miles Grant Main,USA
John Kevin Maine,USA
Scott Maine,USA
James Royal Mains,USA
Willard Eben Mains,USA
Forrest Harry Main,USA
Oswaldo Antonio Mairena,Nicaragua
Charles Louis Maisel,USA
Frederick Charles Maisel,USA
George John Maisel,USA
Henry Majeski,USA
Gary Wayne Majewski,USA
Walter Val Majewski,USA
Frank Makosky,USA
Thomas Anthony Makowski,USA
Michael Bryant Maksudian,USA
William John Malarkey,USA
John S. Malarkey,USA
Dennis Mark Malaska,USA
Jose Francisco Malave,Venezuela
Charles Francis Malay,USA
Joseph Charles Malay,USA
Candido Maldonado,P.R.
Carlos Cesar Maldonado,Panama
Carlos Luis Maldonado,Venezuela
Martin Benjamin Maldonado,P.R.
James Michael Maler,USA
Anthony Francis Malinosky,USA
Cyrus Sol Malis,USA
Robert Edward Malkmus,USA
Brian Drew Mallette,USA
Gerald Gordon Mallett,USA
Malcolm Francis Mallette,USA
Robbin Dale Mallicoat,USA
Archibald Alexander Malloy,USA
Howard Bennett Mallonee,USA
Robert Paul Malloy,USA
Robert William Malloy,USA
John Herman Malloy,USA
James Baugh Mallory,USA
Julius Norris Mallonee,USA
Leslie Clyde Mallon,USA
Marty Thomas Malloy,USA
Sheldon Mallory,USA
Harry William Malmberg,USA
William Alphonse Maloney,USA
Charles Michael Maloney,USA
Charles Ray Malone,USA
Edward Russell Malone,USA
Fergus G. Malone,Ireland
James William Maloney,USA
John Maloney,
Lewis Aloysius Malone,USA
Martin Malone,
Matthew Michael Maloney,USA
Patrick William Maloney,USA
Perce Leigh Malone,USA
Sean Patrick Maloney,USA
Paul Augustus Maloy,USA
Gordon Ralph Maltzberger,USA
Frank James Malzone,USA
Albert Leon Mamaux,USA
Sean Anthony Manaea,USA
Joseph Anthony Mancini,USA
Frank Octavius Mancuso,USA
August Rodney Mancuso,USA
Carl Alan Manda,USA
Harold Carl Manders,USA
Michael Seth Maness,USA
James Daniel Mangan,USA
Matthew Steven Mangini,USA
Angel Luis Mangual,P.R.
George Graham Mangus,USA
Leo Allan Mangum,USA
Jose Manuel Mangual,P.R.
Clyde Jennings Manion,USA
Philip Anthony Mankowski,USA
Effa Manley,USA
Charles Henry Weeks Manlove,USA
Fred J. Mann,USA
Ben Garth Mann,USA
Charles Nelson Manning,USA
David Anthony Manning,USA
Ernest Devon Manning,USA
John E. Manning,USA
James H. Manning,USA
James Benjamin Manning,USA
Richard Eugene Manning,USA
Walter Sanderson Manning,USA
Timothy Edward Manning,United Kingdom
James Joseph Mann,USA
John Leo Mann,USA
Kelly John Mann,USA
Leslie Mann,USA
Donald D. Manno,USA
Julio Alberto Manon,D.R.
Ramon Manon,D.R.
Fred Eloy Manrique,Venezuela
John Mansell,USA
Michael R. Mansell,USA
Thomas Edward Mansell,USA
Jeffrey Michael Manship,USA
Louis Hugo Manske,USA
Matthew Bruce Mantei,USA
Felix Mantilla,P.R.
Joseph Newman Mantiply,USA
Mickey Charles Mantle,USA
Jeffrey Paul Manto,USA
Barry Paul Manuel,USA
Charles Fuqua Manuel,USA
Jerry Manuel,USA
Mark Garfield Manuel,USA
Robert Mehmet Manuel,USA
Frank Henry Benjamin Manush,USA
Henry Emmett Manush,USA
Richard Wesley Manville,USA
Kirt Dean Manwaring,USA
Josias Manzanillo,D.R.
Ravelo Manzanillo,D.R.
Thomas Samuel Manzella,USA
Rolla Hamilton Mapel,USA
Clifford Franklin Mapes,USA
Howard Albert Maple,USA
George Richard Mappes,USA
Paul Patrick Marak,United Kingdom
Georges Henri Maranda,CAN
Walter James Vincent Maranville,USA
Frederick Marberry,USA
Walter William Marbet,USA
Philip Joseph Marchildon,CAN
John Alfred Marcum,USA
Shaun Michal Marcum,USA
Leo John Marentette,USA
Joseph Emanuel Margoneri,USA
Manuel Margot,D.R.
Juan Antonio Marichal,D.R.
Sugar Ray Marimon,Colombia
Jhan Carlos Marinez,D.R.
Donald George Marion,USA
Martin Whiteford Marion,USA
Michael Ryan Mariot,USA
John Wyeth Marion,USA
Jacob Shawn Marisnick,USA
Roger Eugene Maris,USA
Nicholas William Markakis,USA
Harry Duquesne Markell,France
Clifford Monroe Markle,USA
Cleneth Eugene Markland,USA
Justin Michael Marks,USA
Matthew Gates Marksberry,USA
Richard Burton Marlowe,USA
Carlos Agustin Marmol,D.R.
Harry Sylvester Marnie,USA
Fred Daniel Marolewski,USA
Louis Stephen Marone,USA
John Nicholas Maronde,USA
Michael Warren Maroth,USA
Robert Rudolph Marquis,USA
German Andres Marquez,Venezuela
Gonzalo Enrique Marquez,Venezuela
Isidro Marquez,Mexico
Jason Scott Marquis,USA
Jeffrey Joseph Marquez,USA
James Milburn Marquis,USA
Luis Angel Marquez,P.R.
Albert Ludwig Marquardt,USA
Roger Julian Marquis,USA
Richard William Marquard,USA
Christopher Marrero,USA
Conrado Eugenio Marrero,Cuba
Deven Sommer Marrero,USA
Elieser Marrero,Cuba
Oreste Vilato Marrero,P.R.
William Earl Marriott,USA
Charles W. Marr,USA
Charles Kennon Marrow,USA
Armando Marsans,Cuba
Edward M. Mars,USA
William Henry Marshall,USA
Brett Edward Marshall,USA
Charles Anthony Marshall,USA
Clarence Westly Marshall,USA
David Lewis Marshall,USA
William Riddle Marshall,USA
Edward Harbert Marshall,USA
Evan Patrick Marshall,USA
Fred Francis Marsh,USA
Jay William Marshall,USA
Rufus James Marshall,USA
Joseph Hanley Marshall,USA
Keith Alan Marshall,USA
Milo May Marshall,USA
Michael Grant Marshall,USA
Michael Allen Marshall,USA
Roy DeVerne Marshall,USA
Sean Christopher Marshall,USA
Thomas Owen Marsh,USA
Willard Warren Marshall,USA
Louis Glenn Marson,USA
Samuel R. Marsonek,USA
Alfredo Marte,D.R.
Andy Manuel Marte,D.R.
Damaso Marte,D.R.
Leon Alphonse Martel,USA
Jefry Leonal Marte,D.R.
Ketel Ricardo Marte,D.R.
Kelvin Marte,D.R.
Luis Alfredo Marte,D.R.
Starling Javier Marte,D.R.
Victor Manuel Marte,D.R.
Alfred Dean Martin,USA
Alfredo Martinez,USA
Albert Lee Martin,USA
Anastacio Euclides Martinez,D.R.
Boris Michael Martin,USA
Barnes Robertson Martin,USA
William Gloyd Martin,USA
Alfred Manuel Martin,USA
John Albert Martinez,USA
Carmelo Martinez,P.R.
Carlos Alberto Escobar Martinez,Venezuela
Carlos M. Martinez,D.R.
Carlos Ernesto Martinez,D.R.
Reyenaldo Ignacio Martinez,Belize
Christopher Riley Martin,USA
Cody Matthew Martin,USA
Cristhian A. Martinez,D.R.
David Martinez,USA
David Jose Martinez,Venezuela
Jose Dennis Martinez,Nicaragua
Harold Winthrop Martin,USA
Domingo Emilio Martinez,D.R.
Edgar Martinez,USA
Ethan Cash Martin,USA
Felix Martinez,D.R.
Jesus Fernando Martinez,D.R.
Frank Joseph Martin,USA
Fred Turner Martin,USA
Thomas Eugene Martin,USA
Gregory Alfred Martinez,USA
Hershel Ray Martin,USA
Rodolfo Hector Martinez,Cuba
John Christopher Martin,USA
Javier Antonio Martinez,P.R.
Joseph Clifton Martin,USA
John Dale Martin,USA
Julio Daniel Martinez,USA
Jerry Lindsey Martin,USA
Joseph Samuel Martin,USA
John Joseph Martina,USA
William Joseph Martin,USA
Jose Martinez,Cuba
John Robert Martin,USA
Jose Miguel Martinez,D.R.
Joseph A. Martinez,USA
Jose Alberto Martinez,Venezuela
Leonys Martin,Cuba
Luis Martinez,D.R.
Luis M. Martinez,USA
Orlando Martinez,Cuba
Manuel Martinez,D.R.
Joseph Michael Martin,USA
Michael Gabriel Martinez,D.R.
Morris Webster Martin,USA
Nicholas Andres Martinez,USA
Norberto Enrique Martin,D.R.
Osvaldo Martinez,P.R.
Patrick Francis Martin,USA
Paul Charles Martin,USA
Pablo Made Martinez,D.R.
Johnny Leonard Roosevelt Martin,USA
Pedro Jaime Martinez,D.R.
Pedro Martinez,D.R.
Alphonse Case Martin,USA
Raymond Joseph Martin,USA
Ramon Jaime Martinez,D.R.
Ramon E. Martinez,USA
Rafael Martin,USA
Donald Renie Martin,USA
Rogelio Bautista Martinez,Cuba
Russell Nathan Coltrane Martin,CAN
Angel Sandy Martinez,D.R.
Shairon Martis Martis,Curacao
Silvio Ramon Martinez,D.R.
Elwood Good Martin,USA
Stuart McGuire Martin,USA
Teodoro Noel Martinez,D.R.
Felix Anthony Martinez,USA
Constantino Martinez,USA
Gabriel Antonio Martinez,Cuba
Thomas Edgar Martin,USA
Victor Jesus Martinez,Venezuela
Guido Joe Martini,USA
William Jose Martinez,Venezuela
Robert Gordon Martyn,USA
Joseph Anton Marty,USA
Gary Arthur Martz,USA
Randy Carl Martz,USA
John Robert Marzano,USA
Onan Kainoa Satoshi Masaoka,USA
Clyde Wayne Mashore,USA
Damon Wayne Mashore,P.R.
Philip Samuel Masi,USA
Harry H. Maskrey,USA
Samuel Leech Maskrey,USA
Charles E. Mason,USA
Adelbert William Mason,USA
Donald Stetson Mason,USA
Ernest Joseph Mason,USA
Henry Mason,USA
James Percy Mason,USA
Michael Paul Mason,USA
Roger Leroy Mason,USA
